MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Specification Sheet,Actual Image (Yes/No),REVIEW_REASON,CONFIDENCE_SCORE,NEEDS_REVIEW
,,,,,,,Hand Tools,Sockets,,,DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Freud Inc,Diablo®,Diablo®,DSA0375B,,Hand Tools>Sockets,"Diablo®, Socket, Yellow, 3/8"" Square x1/4"" Hex - Adapter, DSA0375B",SOCKET YELLOW,DIABLO DSA0375B Socket,"DIABLO, Socket",Socket,"Discover the Diablo® Socket, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Socket is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Socket,,Socket,Head Type,Hex,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111600,,,,,,,,,,,,,,,,,,,65%,No
,,,,,,,Hand Tools,Sockets,,,DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Freud Inc,Diablo®,Diablo®,DSA0500B,,Hand Tools>Sockets,"Diablo®, Socket, Yellow, 1/2"" Square x1/4"" Hex - Adapter, DSA0500B",SOCKET YELLOW,DIABLO DSA0500B Socket,"DIABLO, Socket",Socket,"Discover the Diablo® Socket, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Socket is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Socket,,Socket,Head Type,Hex,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111600,,,,,,,,,,,,,,,,,,,65%,No
,,,,,,,Hand Tools,Wrenches,,,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,42-04-9107,,Hand Tools>Wrenches,"Milwaukee®, Universal Joint, Yellow, 3/8"" Drive, 42-04-9107",UNIVERSAL JO,MILWAUKEE 42-04-9107 Universal Joint,"MILWAUKEE, Universal Joint",Universal Joint,"Discover the Milwaukee® Universal Joint, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Universal Joint is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Universal Joint,,Universal Joint,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111500,,,,,,,,,,,,,,,,,,Low Confidence,58%,No
,,,,,,,Hand Tools,Sockets,,,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,48-22-9491,,Hand Tools>Sockets,"Milwaukee Tool, Milwaukee, Socket, 48-22-9491, Quantity=242, Pack Type=Set",SOCKET YELLOW,MILWAUKEE 48-22-9491 Socket,"MILWAUKEE, Socket",Socket,"Discover the Milwaukee® Socket, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Socket is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Socket,,Socket,Quantity,242,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111600,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Hand Tools,Screwdrivers,,,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",,,,Black & Decker/dewlt (2585),DeWalt Industrial Tool,DeWalt®,DeWalt®,DWMT45422,,Hand Tools>Screwdrivers,"DeWalt Industrial Tool, DeWalt, DWMT45422, Quantity=50, Pack Type=Set",DWMT45422 DEWALT 1/4  DRIVE - 50PC MECHA,DEWALT DWMT45422,DEWALT,,"Discover the DeWalt® product, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this product is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,,,,Quantity,50,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111400,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Hand Tools,Screwdrivers,,,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",,,,Black & Decker/dewlt (2585),DeWalt Industrial Tool,DeWalt®,DeWalt®,DWMT45424,,Hand Tools>Screwdrivers,"DeWalt Industrial Tool, DeWalt, DWMT45424, Quantity=84, Pack Type=Set",DWMT45424 DEWALT 3/8  DRIVE - 84PC MECHA,DEWALT DWMT45424,DEWALT,,"Discover the DeWalt® product, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this product is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,,,,Quantity,84,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111400,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Hand Tools,Wrenches,,,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,48-22-9483,,Hand Tools>Wrenches,"Milwaukee Tool, Milwaukee, Wrench, 48-22-9483, Quantity=15, Pack Type=Set",WRENCH YELLOW,MILWAUKEE 48-22-9483 Wrench,"MILWAUKEE, Wrench",Wrench,"Discover the Milwaukee® Wrench, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Wrench is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Wrench,,Wrench,Quantity,15,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111500,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Hand Tools,Wrenches,,,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,48-22-9484,,Hand Tools>Wrenches,"Milwaukee Tool, Milwaukee, Wrench, 48-22-9484, Quantity=15, Pack Type=Set",WRENCH YELLOW,MILWAUKEE 48-22-9484 Wrench,"MILWAUKEE, Wrench",Wrench,"Discover the Milwaukee® Wrench, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Wrench is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Wrench,,Wrench,Quantity,15,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111500,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Hand Tools,Wrenches,,,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,48-22-9485,,Hand Tools>Wrenches,"Milwaukee Tool, Milwaukee, Wrench, 48-22-9485, Quantity=30, Pack Type=Set",WRENCH YELLOW,MILWAUKEE 48-22-9485 Wrench,"MILWAUKEE, Wrench",Wrench,"Discover the Milwaukee® Wrench, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Wrench is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Wrench,,Wrench,Quantity,30,EA,Pack Type,Set,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27111500,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Power Tools,Shears,,,48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,Milwaukee®,48-44-2770,,Power Tools>Shears,"Milwaukee®, Shears, Yellow, Pole Pruning - Replacement Blade",SHEARS YELLOW,MILWAUKEE 48-44-2770 Shears,"MILWAUKEE, Shears",Shears,"Discover the Milwaukee® Shears, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Shears is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Shears,,Shears,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112500,,,,,,,,,,,,,,,,,,,65%,No
,,,,,,,Lighting,Bulbs,,,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,,,Irwin,Irwin Industrial Tools (5863),Irwin Industrial Tools,Irwin®,Irwin®,IWHT48441RC,,Lighting>Bulbs,"Irwin Industrial Tools, Irwin, IWHT48441RC, 100ft, Color=Red, Length=100",PRODUCT 100FT,IRWIN IWHT48441RC,"IRWIN, 100 ft",,"Discover the Irwin® product, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this product is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,,Length,100,ft,Pack Type,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112101,,,,,100 ft,,,,,,,,,,,,,,70%,No
,,,,,,,Power Tools,Outdoor,String Trimmers,,XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit",,,,Makita Usa Inc (5142),Makita USA,Makita®,Makita®,XRU23SM1,,Power Tools>Outdoor>String Trimmers,"Makita USA, Makita, String Trimmer, XRU23SM1, Voltage=18, Cordless=18V",STRING TRIMM 18V,MAKITA XRU23SM1 String Trimmer,"MAKITA, String Trimmer, 18 Voltage",String Trimmer,"Discover the Makita® String Trimmer, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this String Trimmer is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,String Trimmer,,String Trimmer,Voltage,18,V,Cordless,18V,,Pack Type,Kit,,Voltage Rating,18,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112701,,,,,,,,,,,,,,,,,,,85%,No
,,,,,,,Power Tools,Outdoor,String Trimmers,,XRU15PT1,XRU15PT1 Makita String Trimmer,,,,Makita Usa Inc (5142),Makita USA,Makita®,Makita®,XRU15PT1,,Power Tools>Outdoor>String Trimmers,"Makita USA, Makita, String Trimmer, XRU15PT1, Makita String Trimmer, Yellow",STRING TRIMM,MAKITA XRU15PT1 String Trimmer,"MAKITA, String Trimmer",String Trimmer,"Discover the Makita® String Trimmer, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this String Trimmer is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,String Trimmer,,String Trimmer,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112701,,,,,,,,,,,,,,,,,,,75%,No
,,,,,,,Power Tools,Trimmers,,,XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,,,,Makita Usa Inc (5142),Makita USA,Makita®,Makita®,XRU23Z,,Power Tools>Trimmers,"Makita USA, Makita, XRU23Z, Voltage=18, Cordless=18V",18V YELLOW,MAKITA XRU23Z,"MAKITA, 18 Voltage",,"Discover the Makita® product, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this product is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,,,,Voltage,18,V,Cordless,18V,,Voltage Rating,18,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112700,,,,,,,,,,,,,,,,,,,63%,No
,,,,,,,Power Tools,Blowers,,,0887-20,0887-20 Milw M18 Brushless Precision Blower,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee®,0887-20,,Power Tools>Blowers,"Milwaukee Accessory, Milwaukee, Blower, 0887-20, Cordless=M18",BLOWER YELLOW,MILWAUKEE 0887-20 Blower With Brushless,"MILWAUKEE, Blower, With Brushless","Blower, Brushless","Upgrade your home with the Milwaukee® Blower, designed to deliver exceptional performance and reliability. Featuring Brushless, this Blower combines innovative technology with sleek design to meet your everyday needs.",Brushless,,,,,,,,,,,,,,,,,,,,With Brushless,,,Blower,,Blower,Cordless,M18,,Motor Type,Brushless,,Color,Yellow,,Feature,Brushless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112300,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Power Tools,Blowers,,,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),,,,Black & Decker/dewlt (2585),DeWalt Industrial Tool,DeWalt®,DeWalt®,DCBL724B,,Power Tools>Blowers,"DeWalt Industrial Tool, DeWalt, Blower, DCBL724B, Voltage=20, Cordless=20V Max",BLOWER 20V,DEWALT DCBL724B Blower,"DEWALT, Blower, 20 Voltage",Blower,"Discover the DeWalt® Blower, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Blower is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Blower,,Blower,Voltage,20,V,Cordless,20V Max,,Voltage Rating,20,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112300,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Appliances,Electronics,Speakers,,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee®,2954-20,,Appliances & Consumer Electronics>Electronics>Speakers,"Milwaukee®, Speaker, Yellow, Bluetooth, M18 Jobsite, 2954-20",SPEAKER YELLOW,MILWAUKEE 2954-20 Speaker With Bluetooth,"MILWAUKEE, Speaker, With Bluetooth","Speaker, Bluetooth","Upgrade your home with the Milwaukee® Speaker, designed to deliver exceptional performance and reliability. Featuring Bluetooth, this Speaker combines innovative technology with sleek design to meet your everyday needs.",Bluetooth,,,,,,,,,,,,,,,,,,,,With Bluetooth,,,Speaker,,Speaker,Color,Yellow,,Feature,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52142000,,,,,,,,,,,,,,,,,,,75%,No
,,,,,,,Appliances,Electronics,Speakers,,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee®,2955-20,,Appliances & Consumer Electronics>Electronics>Speakers,"Milwaukee®, Speaker, Yellow, Bluetooth, M12 - Jobsite w/Packout",SPEAKER YELLOW,MILWAUKEE 2955-20 Speaker With Bluetooth,"MILWAUKEE, Speaker, With Bluetooth","Speaker, Bluetooth","Upgrade your home with the Milwaukee® Speaker, designed to deliver exceptional performance and reliability. Featuring Bluetooth, this Speaker combines innovative technology with sleek design to meet your everyday needs.",Bluetooth,,,,,,,,,,,,,,,,,,,,With Bluetooth,,,Speaker,,Speaker,Color,Yellow,,Feature,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52142000,,,,,,,,,,,,,,,,,,,75%,No
,,,,,,,Abrasives,Belts,Sanding Belts,,9A-219-180,9A-219-180 Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Mirka Ltd,Mirka®,Mirka®,9A-219-180,,Abrasives>Belts>Sanding Belts,"Mirka Ltd, Mirka, Sanding Belt, Abranet Series, 9A-219-180, 4x6x6",SANDING BELT 4X6X6 ABRANE,MIRKA Abranet 9A-219-180 Sanding Belt,"MIRKA, Sanding Belt, Abranet, 9 Amperage, 4 in Width, 6 in Height, 6 in",Abranet Sanding Belt,"Discover the Mirka® Sanding Belt, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Sanding Belt is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Sanding Belt,,Sanding Belt,Grit,219,,Width x Length,4,in,Abrasive Type,Abranet,,Amperage,9,A,Width,4 in,,length,6 in,,Height,6 in,,Amperage Rating,9,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191501,,,,,6 in,,6 in,,4 in,,,,,,,,,,85%,No
,,,,,,,Abrasives,Belts,Sanding Belts,,9A-219-120RP,9A-219-120RP Abranet 4x6x6,,,,Mirka Abrasives Inc (MIRUS),Mirka Ltd,Mirka®,Mirka®,9A-219-120RP,,Abrasives>Belts>Sanding Belts,"Mirka Ltd, Mirka, Sanding Belt, Abranet Series, 9A-219-120RP, 4x6x6",SANDING BELT 4X6X6 ABRANE,MIRKA Abranet 9A-219-120RP Sanding Belt,"MIRKA, Sanding Belt, Abranet, 9 Amperage, 4 in Width, 6 in Height, 6 in",Abranet Sanding Belt,"Discover the Mirka® Sanding Belt, engineered for outstanding performance and lasting durability. With a focus on quality and efficiency, this Sanding Belt is the perfect addition to any modern home.",,,,,,,,,,,,,,,,,,,,,,,,Sanding Belt,,Sanding Belt,Grit,219,,Width x Length,4,in,Abrasive Type,Abranet,,Amperage,9,A,Width,4 in,,length,6 in,,Height,6 in,,Amperage Rating,9,,Color,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191501,,,,,6 in,,6 in,,4 in,,,,,,,,,,85%,No
